时间,商品名称,SKU,品牌,一级类目,二级类目,三级类目,店铺名称,供应商简码,供应商名称,是否售完即止,是否影分身,是否虚拟组套,是否虚拟品类,上下柜状态,上柜时间,是否平行库存,是否赠品,SPU编码,条形码,商品价格,仓网类型,重量,RDC,配送中心,上级B配送中心编码,上级B配送中心名称,库存件数,现货库存,内配在途库存,内配入,内配出,已锁定,可用库存,采购未到货,可订购库存,订单预定,VMI库存,不可售,昨日出库商品件数,近7日出库商品件数,近14日出库商品件数,近28日出库商品件数,7日有货天数,14日有货天数,28日有货天数,30日有货天数,预计可售天数,无货pv,月至今无货pv,PV现货率,月至今pv现货率,月至今退供应商件数,B仓京东可用库存
326,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,成都补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,济南补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
328,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,上海,,23389,苏州补货B,19,19,0,0,0,0,19,0,19,0,0,0,0,0,4,4,7,14,28,30,203,0,0,1,1,0,0
329,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,西安,,23410,西安补货B,9,9,0,0,0,0,9,17,26,0,0,0,0,7,10,17,7,14,28,30,14,0,0,1,1,0,0
330,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,成都,,23411,成都补货B,11,11,0,0,0,0,11,0,11,0,0,0,0,3,7,18,7,14,28,30,410,0,0,0,0,0,0
331,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,武汉,,23409,武汉补货B,13,13,0,0,0,0,13,0,13,0,0,0,0,5,11,16,7,14,28,30,52,0,0,0,1,0,0
332,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,杭州,,23389,苏州补货B,14,14,0,0,0,0,14,0,14,0,0,0,0,0,0,2,7,14,14,14,98,0,0,0,0,0,0
333,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,北京,,23217,北京补货B,27,27,0,0,0,0,27,0,27,0,0,0,0,4,7,22,7,14,28,30,50.4,0,0,0,1,0,0
334,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,重庆,,23411,成都补货B,17,17,0,0,0,0,17,0,17,0,0,0,0,0,0,0,1,1,1,1,4.3,0,0,0,1,0,0
335,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,郑州,,23409,武汉补货B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
336,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,长沙,,23409,武汉补货B,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,7,14,28,30,20,0,0,0,0,0,0
337,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,兰州,,23410,西安补货B,8,8,0,0,0,0,8,0,8,0,0,0,0,0,0,9,7,14,24,24,80,0,0,0,1,0,0
338,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,昆明,,23411,成都补货B,17,17,0,0,0,0,17,0,17,0,0,0,0,0,0,0,1,1,1,1,1.2,0,0,0,1,0,0
339,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,银川,,23410,西安补货B,17,17,0,0,0,0,17,0,17,0,0,0,0,0,0,0,1,1,1,1,2.4,0,0,1,1,0,0
340,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,唐山,,23217,北京补货B,17,17,0,0,0,0,17,0,17,0,0,0,0,0,0,0,1,1,1,1,2.4,0,0,1,1,0,0
341,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,南京,,23389,苏州补货B,6,6,0,0,0,0,6,0,6,0,0,0,0,0,0,2,7,14,28,30,84,0,0,0,1,0,0
342,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,德州,,23412,济南补货B,18,18,0,0,0,0,18,0,18,0,0,0,0,1,3,5,7,14,28,30,291.2,0,0,1,1,0,0
343,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 S码32片,1.00197258008e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474637e+12,79,自营中小件,720,沈阳,,23408,沈阳补货B,5,5,0,0,0,0,5,17,22,0,0,0,1,5,13,17,7,14,28,30,8.2,0,0,1,1,0,0
345,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,广州,,23063,广州补货B,2,2,0,0,0,0,2,0,2,0,0,0,0,1,1,2,7,14,28,30,28,0,0,1,1,0,0
346,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,广州补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
347,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,北京补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
348,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,苏州补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
349,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,沈阳补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,武汉补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
351,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,西安补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
352,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,成都补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,济南补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,上海,,23389,苏州补货B,16,16,0,0,0,0,16,0,16,0,0,0,0,0,0,3,7,14,28,28,112,0,0,0,1,0,0
355,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,西安,,23410,西安补货B,12,12,0,0,0,0,12,0,12,0,0,0,0,1,5,10,7,14,28,30,37.3,0,0,1,1,0,0
356,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,成都,,23411,成都补货B,9,9,0,0,0,0,9,8,17,0,0,0,0,4,5,9,7,14,27,29,48.6,0,0,1,1,0,0
357,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,武汉,,23409,武汉补货B,10,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,7,14,28,30,280,0,0,0,1,0,0
358,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,杭州,,23389,苏州补货B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
359,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,北京,,23217,北京补货B,8,8,0,0,0,0,8,0,8,0,0,0,0,3,5,10,7,14,28,30,22.4,0,0,1,1,0,0
360,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,重庆,,23411,成都补货B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
361,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,郑州,,23409,武汉补货B,7,7,0,0,0,0,7,0,7,0,0,0,0,1,1,2,7,14,28,30,196,0,0,1,1,0,0
362,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,太原,,23412,济南补货B,6,6,0,0,0,0,6,0,6,0,0,0,0,0,0,2,7,14,28,30,84,0,0,0,1,0,0
363,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,长沙,,23409,武汉补货B,8,8,0,0,0,0,8,0,8,0,0,0,0,0,0,0,7,14,28,30,80,0,0,1,1,0,0
364,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,兰州,,23410,西安补货B,6,6,0,0,0,0,6,0,6,0,0,0,0,0,2,4,7,14,20,20,17.1,0,0,0,0,0,0
365,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,昆明,,23411,成都补货B,6,6,0,0,0,0,6,0,6,0,0,0,0,2,2,3,7,14,28,30,56,0,0,0,1,0,0
366,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,南京,,23389,苏州补货B,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,1,7,14,28,30,30,0,0,0,1,0,0
367,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,济宁,,23412,济南补货B,8,8,0,0,0,0,8,0,8,0,0,0,0,0,0,0,7,14,21,21,168,0,0,0,1,0,0
368,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,德州,,23412,济南补货B,0,0,0,0,0,0,0,8,8,0,0,0,0,6,7,9,5,12,25,27,0,0,0,1,1,0,0
369,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,西宁,,23410,西安补货B,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,7,14,18,18,20,0,0,0,1,0,0
370,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿透气呼吸纸尿裤 NB码36片,1.00197258076e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.97426547462e+12,79,自营中小件,620,沈阳,,23408,沈阳补货B,16,16,0,0,0,0,16,0,16,0,0,0,0,1,3,10,7,14,28,30,44.8,0,0,1,1,0,0
372,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 L码48片,1.00173705535e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474095e+12,169,自营中小件,1550,广州,,23063,广州补货B,4,4,0,0,0,0,4,0,4,0,0,0,0,0,0,2,7,14,28,30,1064,0,0,0,1,0,0
373,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 L码48片,1.00173705535e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474095e+12,169,自营中小件,1550,广州补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
374,摩贝恩【超净工厂10倍洁净】宝宝婴儿透气尿不湿清风纸尿裤 L码48片,1.00173705535e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474095e+12,169,自营中小件,1550,北京补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
