时间,商品名称,SKU,品牌,一级类目,二级类目,三级类目,店铺名称,供应商简码,供应商名称,是否售完即止,是否影分身,是否虚拟组套,是否虚拟品类,上下柜状态,上柜时间,是否平行库存,是否赠品,SPU编码,条形码,商品价格,仓网类型,重量,RDC,配送中心,上级B配送中心编码,上级B配送中心名称,库存件数,现货库存,内配在途库存,内配入,内配出,已锁定,可用库存,采购未到货,可订购库存,订单预定,VMI库存,不可售,昨日出库商品件数,近7日出库商品件数,近14日出库商品件数,近28日出库商品件数,7日有货天数,14日有货天数,28日有货天数,30日有货天数,预计可售天数,无货pv,月至今无货pv,PV现货率,月至今pv现货率,月至今退供应商件数,B仓京东可用库存
130,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿清风拉拉裤 XXL码38片,1.00224890142e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/05/22 00:00,否,非赠品,1.00225e+11,6.974265474132e+12,169,自营中小件,1380,沈阳,,23408,沈阳补货B,3,3,0,0,0,0,3,4,7,0,0,0,2,5,5,9,7,14,28,30,9.3,0,0,1,1,0,0
132,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,广州,,23063,广州补货B,15,15,0,0,0,0,15,0,15,0,0,0,2,8,8,10,7,14,28,30,42,0,0,1,1,0,0
133,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,邢台配送中心,,23412,济南补货B,11,11,0,0,0,0,11,0,11,0,0,0,0,0,0,0,7,14,24,24,110,0,0,0,1,0,0
134,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,广州补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,北京补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
136,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,苏州补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,沈阳补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
138,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,武汉补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,西安补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,成都补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
141,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,济南补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,上海,,23389,苏州补货B,21,21,0,0,0,0,21,16,37,0,0,0,0,0,2,18,7,14,26,28,35.6,0,0,0,1,0,0
143,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,西安,,23410,西安补货B,18,18,0,0,0,0,18,0,18,0,0,0,3,6,6,9,7,14,28,30,168,0,0,0,1,0,0
144,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,成都,,23411,成都补货B,26,26,0,0,0,0,26,0,26,0,0,0,0,3,13,17,7,14,28,30,56,0,0,0,1,0,0
145,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,武汉,,23409,武汉补货B,30,30,0,0,0,0,30,0,30,0,0,0,0,1,1,7,7,14,28,30,105,0,0,1,1,0,0
146,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,杭州,,23389,苏州补货B,11,11,0,0,0,0,11,0,11,0,0,0,0,0,0,0,7,14,25,25,110,0,0,0,0,0,0
147,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,北京,,23217,北京补货B,16,16,0,0,0,0,16,0,16,0,0,0,0,5,9,16,7,14,28,30,28,0,0,1,1,0,0
148,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,重庆,,23411,成都补货B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,郑州,,23409,武汉补货B,13,13,0,0,0,0,13,0,13,0,0,0,0,0,1,4,7,14,28,30,121.3,0,0,1,1,0,0
150,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,太原,,23412,济南补货B,1,1,0,0,0,0,1,16,17,0,0,0,0,5,8,11,7,14,28,30,2.5,0,0,0,1,0,0
151,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,兰州,,23410,西安补货B,2,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,7,14,24,24,8,0,0,1,1,0,0
152,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,昆明,,23411,成都补货B,19,19,0,0,0,0,19,0,19,0,0,0,0,0,5,13,7,14,28,30,48.4,0,0,0,1,0,0
153,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,银川,,23410,西安补货B,32,32,0,0,0,0,29,0,29,3,0,0,0,0,0,0,7,14,24,24,232,0,0,1,1,0,0
154,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,唐山,,23217,北京补货B,7,7,0,0,0,0,7,0,7,0,0,0,0,0,7,9,7,14,22,22,17.1,0,0,1,1,0,0
155,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,南京,,23389,苏州补货B,6,6,0,0,0,0,6,0,6,0,0,0,0,8,11,11,7,14,28,30,16.8,0,0,0,1,0,0
156,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,德州,,23412,济南补货B,3,3,0,0,0,0,3,16,19,0,0,0,0,6,9,13,7,14,24,24,5.5,0,0,1,1,0,0
157,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,锦州,,23408,沈阳补货B,18,18,0,0,0,0,16,0,16,2,0,0,1,1,1,10,7,14,28,30,63,0,0,1,1,0,0
158,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸拉拉裤 L码22片,1.00197258004e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童拉拉裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474675e+12,79,自营中小件,720,沈阳,,23408,沈阳补货B,31,31,0,0,0,0,31,16,47,0,0,0,1,2,18,30,3,10,24,26,23.3,0,0,1,1,0,0
160,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,广州,,23063,广州补货B,22,22,0,0,0,0,22,0,22,0,0,0,0,5,14,22,7,14,28,30,151.5,0,0,1,1,0,0
161,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,邢台配送中心,,23412,济南补货B,18,18,0,0,0,0,18,0,18,0,0,0,0,0,0,0,7,14,18,18,162,0,0,0,1,0,0
162,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,广州补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,北京补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,苏州补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
165,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,沈阳补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
166,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,武汉补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
167,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,西安补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,成都补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,济南补货B,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
170,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,上海,,23389,苏州补货B,3,3,0,0,0,0,3,17,20,0,0,0,0,3,3,6,7,14,28,30,12,0,0,1,1,0,0
171,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,宜宾,,23411,成都补货B,15,15,0,0,0,0,15,0,15,0,0,0,0,2,2,2,7,11,11,11,82.5,0,0,0,1,0,0
172,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,西安,,23410,西安补货B,18,18,0,0,0,0,18,0,18,0,0,0,0,2,7,14,7,14,28,30,36,0,0,1,1,0,0
173,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,成都,,23411,成都补货B,16,16,0,0,0,0,16,0,16,0,0,0,0,0,2,2,7,14,28,30,2370,0,0,0,1,0,0
174,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,武汉,,23409,武汉补货B,14,14,0,0,0,0,14,0,14,0,0,0,0,0,4,4,7,14,28,30,78.4,0,0,0,1,0,0
175,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,杭州,,23389,苏州补货B,7,7,0,0,0,0,7,0,7,0,0,0,0,0,0,2,7,14,28,30,196,0,0,0,0,0,0
176,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,北京,,23217,北京补货B,28,28,0,0,0,0,28,0,28,0,0,0,7,11,13,30,7,14,28,30,30,0,0,1,1,0,0
177,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,重庆,,23411,成都补货B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,郑州,,23409,武汉补货B,9,9,0,0,0,0,9,0,9,0,0,0,0,1,5,8,7,14,28,30,36,0,0,0,1,0,0
179,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,太原,,23412,济南补货B,5,5,0,0,0,0,5,0,5,0,0,0,0,0,0,2,7,14,28,30,70,0,0,0,0,0,0
180,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,兰州,,23410,西安补货B,8,8,0,0,0,0,8,0,8,0,0,0,0,0,0,1,7,14,24,24,192,0,0,0,1,0,0
181,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,昆明,,23411,成都补货B,12,12,0,0,0,0,12,0,12,0,0,0,0,6,6,14,7,14,28,30,21,0,0,1,1,0,0
182,摩贝恩【超净工厂10倍洁净】宝宝婴儿尿不湿薄柔透气呼吸纸尿裤 M码28片,1.0019725807e+11,摩贝恩（MOBEIEN）,母婴,尿裤,婴童纸尿裤,摩贝恩京东自营旗舰店,jsbyh,江苏邦业护理用品有限公司,否,否,否,否,上柜,2025/03/24 00:00,否,非赠品,1.00197e+11,6.974265474644e+12,79,自营中小件,740,贵阳,,23411,成都补货B,14,14,0,0,0,0,14,0,14,0,0,0,0,0,0,0,7,14,21,21,140,0,0,0,0,0,0
